training_state,tls_id,action,tl_durations,reward,max_previous_local,max_new_local,neighbors,max_previous_neighbors,max_new_neighbors
212,JM0,"('decrease_red', 'JM0')","[44.0, 3.0, 41.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7361142092348874],[0.7361142092348874]
212,JM1,"('no_change', 'JM1')","[67.0, 3.0, 40.0]",3,0.7361142092348874,0.7361142092348874,"['JM0', 'JM2']","[0.8526764566556135, 0.759144237405107]","[0.8526764566556135, 0.759144237405107]"
212,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 32.0]",3,0.759144237405107,0.759144237405107,"['JM1', 'J3']","[0.7361142092348874, 0.047273873306019544]","[0.7361142092348874, 0.047273873306019544]"
213,J3,"('increase_green', 'J3')","[45.0, 3.0, 37.0]",2,0.047273873306019544,0.047273873306019544,['JM2'],[0.759144237405107],[0.759144237405107]
213,JM0,"('decrease_red', 'JM0')","[44.0, 3.0, 40.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7193843408431854],[0.7193843408431854]
213,JM1,"('increase_green', 'JM1')","[67.0, 3.0, 40.0]",3,0.7193843408431854,0.7193843408431854,"['JM0', 'JM2']","[0.8526764566556135, 0.759144237405107]","[0.8526764566556135, 0.759144237405107]"
213,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 32.0]",4,0.759144237405107,0.759144237405107,"['JM1', 'J3']","[0.7193843408431854, 0.047273873306019544]","[0.7193843408431854, 0.023636936653009772]"
214,J3,"('decrease_green', 'J3')","[46.0, 3.0, 37.0]",3,0.023636936653009772,0.023636936653009772,['JM2'],[0.7821486082355648],[0.759144237405107]
214,JM0,"('decrease_green', 'JM0')","[44.0, 3.0, 39.0]",1,0.8526764566556135,0.8526764566556135,['JM1'],[0.7193843408431854],[0.7361142092348874]
214,JM1,"('increase_green', 'JM1')","[68.0, 3.0, 40.0]",4,0.7361142092348874,0.7361142092348874,"['JM0', 'JM2']","[0.8526764566556135, 0.759144237405107]","[0.8526764566556135, 0.7361398665746492]"
214,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 33.0]",0,0.7361398665746492,0.7361398665746492,"['JM1', 'J3']","[0.7361142092348874, 0.047273873306019544]","[0.7361142092348874, 0.07091080995902932]"
215,J3,"('increase_red', 'J3')","[45.0, 3.0, 37.0]",-1,0.07091080995902932,0.09454774661203909,['JM2'],[0.7131354957441914],[0.7131354957441914]
215,JM0,"('decrease_green', 'JM0')","[43.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7361142092348874],[0.7361142092348874]
215,JM1,"('increase_green', 'JM1')","[69.0, 3.0, 40.0]",7,0.7361142092348874,0.7193843408431854,"['JM0', 'JM2']","[0.8526764566556135, 0.7131354957441914]","[0.7816200852676457, 0.6901311249137336]"
215,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 34.0]",3,0.6901311249137336,0.6901311249137336,"['JM1', 'J3']","[0.7193843408431854, 0.11818468326504886]","[0.7193843408431854, 0.11818468326504886]"
216,J3,"('decrease_red', 'J3')","[45.0, 3.0, 38.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.6671267540832758],[0.6671267540832758]
216,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 39.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.7193843408431854],[0.7193843408431854]
216,JM1,"('no_change', 'JM1')","[70.0, 3.0, 40.0]",3,0.7193843408431854,0.7193843408431854,"['JM0', 'JM2']","[0.7816200852676457, 0.644122383252818]","[0.7816200852676457, 0.644122383252818]"
216,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 34.0]",0,0.644122383252818,0.6211180124223603,"['JM1', 'J3']","[0.7193843408431854, 0.1654585565710684]","[0.7361142092348874, 0.18909549322407818]"
217,J3,"('decrease_red', 'J3')","[45.0, 3.0, 37.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.5981136415919025],[0.5981136415919025]
217,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 38.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.7528440776265893],[0.7528440776265893]
217,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 40.0]",2,0.7528440776265893,0.7695739460182913,"['JM0', 'JM2']","[0.7816200852676457, 0.5751092707614447]","[0.7816200852676457, 0.5751092707614447]"
217,JM2,"('decrease_green', 'JM2')","[73.0, 3.0, 33.0]",3,0.5751092707614447,0.5521048999309869,"['JM1', 'J3']","[0.7695739460182913, 0.21273242987708793]","[0.7863038144099933, 0.21273242987708793]"
218,J3,"('increase_red', 'J3')","[45.0, 3.0, 36.0]",0,0.21273242987708793,0.2363693665300977,['JM2'],[0.5521048999309869],[0.5291005291005291]
218,JM0,"('no_change', 'JM0')","[42.0, 3.0, 37.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7863038144099933],[0.7863038144099933]
218,JM1,"('no_change', 'JM1')","[70.0, 3.0, 39.0]",4,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.7994260530900892, 0.5291005291005291]","[0.7994260530900892, 0.5060961582700714]"
218,JM2,"('increase_green', 'JM2')","[72.0, 3.0, 33.0]",5,0.5060961582700714,0.5060961582700714,"['JM1', 'J3']","[0.7863038144099933, 0.26000630318310747]","[0.7863038144099933, 0.21273242987708793]"
219,J3,"('decrease_green', 'J3')","[45.0, 3.0, 37.0]",2,0.2363693665300977,0.2363693665300977,['JM2'],[0.48309178743961356],[0.48309178743961356]
219,JM0,"('increase_green', 'JM0')","[42.0, 3.0, 37.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7863038144099933],[0.7863038144099933]
219,JM1,"('increase_green', 'JM1')","[70.0, 3.0, 39.0]",4,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.8526764566556135, 0.46008741660915575]","[0.8526764566556135, 0.43708304577869794]"
219,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 33.0]",0,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7863038144099933, 0.26000630318310747]","[0.7695739460182913, 0.2836432398361173]"
220,J3,"('increase_green', 'J3')","[44.0, 3.0, 37.0]",2,0.2836432398361173,0.2836432398361173,['JM2'],[0.43708304577869794],[0.43708304577869794]
220,JM0,"('increase_red', 'JM0')","[43.0, 3.0, 37.0]",1,0.8526764566556135,0.8526764566556135,['JM1'],[0.7695739460182913],[0.7863038144099933]
220,JM1,"('decrease_green', 'JM1')","[71.0, 3.0, 39.0]",3,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.43708304577869794]"
220,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 34.0]",0,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7863038144099933, 0.2836432398361173]","[0.7863038144099933, 0.30728017648912703]"
221,J3,"('increase_green', 'J3')","[45.0, 3.0, 37.0]",2,0.26000630318310747,0.26000630318310747,['JM2'],[0.43708304577869794],[0.43708304577869794]
221,JM0,"('increase_red', 'JM0')","[43.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7863038144099933],[0.7863038144099933]
221,JM1,"('no_change', 'JM1')","[70.0, 3.0, 39.0]",4,0.7863038144099933,0.7695739460182913,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.4140786749482402]"
221,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 35.0]",3,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.7695739460182913, 0.2836432398361173]","[0.7695739460182913, 0.2836432398361173]"
222,J3,"('decrease_red', 'J3')","[46.0, 3.0, 37.0]",-4,0.2836432398361173,0.30728017648912703,['JM2'],[0.4140786749482402],[0.43708304577869794]
222,JM0,"('decrease_red', 'JM0')","[43.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7528440776265893],[0.7528440776265893]
222,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 39.0]",3,0.7528440776265893,0.7528440776265893,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.43708304577869794]"
222,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 34.0]",0,0.43708304577869794,0.46008741660915575,"['JM1', 'J3']","[0.7528440776265893, 0.30728017648912703]","[0.7361142092348874, 0.30728017648912703]"
223,J3,"('decrease_red', 'J3')","[46.0, 3.0, 36.0]",-2,0.30728017648912703,0.35455404979514654,['JM2'],[0.46008741660915575],[0.46008741660915575]
223,JM0,"('decrease_red', 'JM0')","[43.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7193843408431854],[0.7193843408431854]
223,JM1,"('no_change', 'JM1')","[70.0, 3.0, 40.0]",3,0.7193843408431854,0.7193843408431854,"['JM0', 'JM2']","[0.8526764566556135, 0.48309178743961356]","[0.8526764566556135, 0.48309178743961356]"
223,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 35.0]",2,0.48309178743961356,0.5060961582700714,"['JM1', 'J3']","[0.7193843408431854, 0.3309171131421368]","[0.716988647679745, 0.2836432398361173]"
224,J3,"('increase_green', 'J3')","[46.0, 3.0, 35.0]",-1,0.26000630318310747,0.26000630318310747,['JM2'],[0.5060961582700714],[0.5291005291005291]
224,JM0,"('no_change', 'JM0')","[43.0, 3.0, 37.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
224,JM1,"('no_change', 'JM1')","[70.0, 3.0, 40.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.5291005291005291]","[0.8526764566556135, 0.5521048999309869]"
224,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 35.0]",3,0.5521048999309869,0.5521048999309869,"['JM1', 'J3']","[0.716988647679745, 0.2363693665300977]","[0.716988647679745, 0.2363693665300977]"
225,J3,"('decrease_green', 'J3')","[47.0, 3.0, 35.0]",2,0.21273242987708793,0.21273242987708793,['JM2'],[0.5521048999309869],[0.5521048999309869]
225,JM0,"('increase_red', 'JM0')","[43.0, 3.0, 37.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
225,JM1,"('no_change', 'JM1')","[70.0, 3.0, 40.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.5751092707614447]","[0.8526764566556135, 0.5751092707614447]"
225,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 36.0]",4,0.5751092707614447,0.5751092707614447,"['JM1', 'J3']","[0.716988647679745, 0.1654585565710684]","[0.716988647679745, 0.14182161991805864]"
226,J3,"('decrease_red', 'J3')","[46.0, 3.0, 35.0]",0,0.14182161991805864,0.11818468326504886,['JM2'],[0.5751092707614447],[0.5981136415919025]
226,JM0,"('increase_green', 'JM0')","[43.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
226,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 40.0]",-1,0.716988647679745,0.7260203844184856,"['JM0', 'JM2']","[0.8526764566556135, 0.5981136415919025]","[0.8526764566556135, 0.6211180124223603]"
226,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 36.0]",5,0.6211180124223603,0.5981136415919025,"['JM1', 'J3']","[0.7260203844184856, 0.11818468326504886]","[0.6980965234793131, 0.11818468326504886]"
227,J3,"('increase_red', 'J3')","[46.0, 3.0, 34.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.5981136415919025],[0.5981136415919025]
227,JM0,"('decrease_green', 'JM0')","[44.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.6980965234793131],[0.687114120693089]
227,JM1,"('increase_green', 'JM1')","[70.0, 3.0, 41.0]",2,0.687114120693089,0.6980965234793131,"['JM0', 'JM2']","[0.8526764566556135, 0.5981136415919025]","[0.8526764566556135, 0.5981136415919025]"
227,JM2,"('no_change', 'JM2')","[74.0, 3.0, 36.0]",4,0.5981136415919025,0.5981136415919025,"['JM1', 'J3']","[0.6980965234793131, 0.07091080995902932]","[0.687114120693089, 0.047273873306019544]"
228,J3,"('decrease_red', 'J3')","[46.0, 3.0, 35.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.5981136415919025],[0.5981136415919025]
228,JM0,"('increase_red', 'JM0')","[43.0, 3.0, 38.0]",-1,0.8526764566556135,0.8526764566556135,['JM1'],[0.687114120693089],[0.716988647679745]
228,JM1,"('increase_green', 'JM1')","[71.0, 3.0, 41.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.6211180124223603]","[0.8526764566556135, 0.6211180124223603]"
228,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 36.0]",3,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
229,J3,"('decrease_red', 'J3')","[46.0, 3.0, 34.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.6211180124223603],[0.644122383252818]
229,JM0,"('decrease_green', 'JM0')","[43.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
229,JM1,"('increase_green', 'JM1')","[72.0, 3.0, 41.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.644122383252818]","[0.8526764566556135, 0.644122383252818]"
229,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 36.0]",0,0.644122383252818,0.6671267540832758,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
230,J3,"('no_change', 'J3')","[46.0, 3.0, 33.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.644122383252818],[0.6671267540832758]
230,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
230,JM1,"('decrease_red', 'JM1')","[73.0, 3.0, 41.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.6671267540832758]","[0.8526764566556135, 0.6901311249137336]"
230,JM2,"('no_change', 'JM2')","[74.0, 3.0, 36.0]",3,0.6901311249137336,0.6901311249137336,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
231,J3,"('decrease_green', 'J3')","[46.0, 3.0, 33.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.6901311249137336],[0.6901311249137336]
231,JM0,"('decrease_green', 'JM0')","[42.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
231,JM1,"('decrease_green', 'JM1')","[73.0, 3.0, 40.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.7131354957441914]"
231,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 36.0]",4,0.7131354957441914,0.6901311249137336,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.07091080995902932]"
232,J3,"('decrease_green', 'J3')","[45.0, 3.0, 33.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.7131354957441914],[0.7131354957441914]
232,JM0,"('increase_red', 'JM0')","[41.0, 3.0, 38.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.716988647679745],[0.716988647679745]
232,JM1,"('decrease_green', 'JM1')","[72.0, 3.0, 40.0]",0,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.7131354957441914]"
232,JM2,"('no_change', 'JM2')","[74.0, 3.0, 37.0]",3,0.7131354957441914,0.7131354957441914,"['JM1', 'J3']","[0.716988647679745, 0.047273873306019544]","[0.716988647679745, 0.047273873306019544]"
233,J3,"('no_change', 'J3')","[44.0, 3.0, 33.0]",3,0.07091080995902932,0.07091080995902932,['JM2'],[0.7361398665746492],[0.7131354957441914]
233,JM0,"('increase_red', 'JM0')","[41.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.716988647679745],[0.716988647679745]
233,JM1,"('decrease_red', 'JM1')","[71.0, 3.0, 40.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.7361398665746492]","[0.7994260530900892, 0.7361398665746492]"
233,JM2,"('no_change', 'JM2')","[74.0, 3.0, 37.0]",0,0.7361398665746492,0.7361398665746492,"['JM1', 'J3']","[0.716988647679745, 0.07091080995902932]","[0.716988647679745, 0.09454774661203909]"
234,J3,"('no_change', 'J3')","[44.0, 3.0, 33.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.7361398665746492],[0.7361398665746492]
234,JM0,"('decrease_green', 'JM0')","[41.0, 3.0, 40.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.687114120693089],[0.687114120693089]
234,JM1,"('increase_green', 'JM1')","[71.0, 3.0, 39.0]",3,0.687114120693089,0.687114120693089,"['JM0', 'JM2']","[0.7994260530900892, 0.759144237405107]","[0.7994260530900892, 0.759144237405107]"
234,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 37.0]",-1,0.759144237405107,0.7821486082355648,"['JM1', 'J3']","[0.687114120693089, 0.09454774661203909]","[0.7026544724514834, 0.09454774661203909]"
235,J3,"('decrease_red', 'J3')","[44.0, 3.0, 33.0]",3,0.09454774661203909,0.09454774661203909,['JM2'],[0.7821486082355648],[0.759144237405107]
235,JM0,"('decrease_green', 'JM0')","[40.0, 3.0, 40.0]",-1,0.7994260530900892,0.7994260530900892,['JM1'],[0.687114120693089],[0.716988647679745]
235,JM1,"('no_change', 'JM1')","[72.0, 3.0, 39.0]",3,0.716988647679745,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.759144237405107]","[0.7994260530900892, 0.759144237405107]"
235,JM2,"('no_change', 'JM2')","[73.0, 3.0, 37.0]",4,0.759144237405107,0.7361398665746492,"['JM1', 'J3']","[0.716988647679745, 0.09454774661203909]","[0.716988647679745, 0.09454774661203909]"
236,J3,"('no_change', 'J3')","[44.0, 3.0, 32.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.7361398665746492],[0.7361398665746492]
236,JM0,"('no_change', 'JM0')","[39.0, 3.0, 40.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7193843408431854],[0.7193843408431854]
236,JM1,"('increase_green', 'JM1')","[72.0, 3.0, 39.0]",3,0.7193843408431854,0.716988647679745,"['JM0', 'JM2']","[0.7994260530900892, 0.7131354957441914]","[0.7994260530900892, 0.7131354957441914]"
236,JM2,"('no_change', 'JM2')","[73.0, 3.0, 37.0]",1,0.7131354957441914,0.6901311249137336,"['JM1', 'J3']","[0.716988647679745, 0.11818468326504886]","[0.716988647679745, 0.14182161991805864]"
237,J3,"('increase_red', 'J3')","[44.0, 3.0, 32.0]",3,0.14182161991805864,0.14182161991805864,['JM2'],[0.6901311249137336],[0.6671267540832758]
237,JM0,"('increase_red', 'JM0')","[39.0, 3.0, 40.0]",-1,0.7994260530900892,0.7994260530900892,['JM1'],[0.7193843408431854],[0.7528440776265893]
237,JM1,"('increase_green', 'JM1')","[73.0, 3.0, 39.0]",4,0.7528440776265893,0.7361142092348874,"['JM0', 'JM2']","[0.7994260530900892, 0.6671267540832758]","[0.7994260530900892, 0.644122383252818]"
237,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 37.0]",-1,0.644122383252818,0.644122383252818,"['JM1', 'J3']","[0.7361142092348874, 0.1654585565710684]","[0.7528440776265893, 0.18909549322407818]"
238,J3,"('decrease_green', 'J3')","[44.0, 3.0, 33.0]",-1,0.18909549322407818,0.21273242987708793,['JM2'],[0.6211180124223603],[0.6211180124223603]
238,JM0,"('increase_red', 'JM0')","[39.0, 3.0, 41.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7528440776265893],[0.7528440776265893]
238,JM1,"('decrease_green', 'JM1')","[74.0, 3.0, 39.0]",3,0.7528440776265893,0.7528440776265893,"['JM0', 'JM2']","[0.7994260530900892, 0.5981136415919025]","[0.7994260530900892, 0.5981136415919025]"
238,JM2,"('no_change', 'JM2')","[73.0, 3.0, 38.0]",3,0.5981136415919025,0.5751092707614447,"['JM1', 'J3']","[0.7528440776265893, 0.2363693665300977]","[0.7695739460182913, 0.2363693665300977]"
239,J3,"('no_change', 'J3')","[43.0, 3.0, 33.0]",0,0.21273242987708793,0.2363693665300977,['JM2'],[0.5751092707614447],[0.5521048999309869]
239,JM0,"('increase_green', 'JM0')","[39.0, 3.0, 42.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7863038144099933],[0.7863038144099933]
239,JM1,"('increase_green', 'JM1')","[73.0, 3.0, 39.0]",4,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.7994260530900892, 0.5521048999309869]","[0.7994260530900892, 0.5291005291005291]"
239,JM2,"('no_change', 'JM2')","[73.0, 3.0, 38.0]",5,0.5291005291005291,0.5291005291005291,"['JM1', 'J3']","[0.7863038144099933, 0.26000630318310747]","[0.7863038144099933, 0.21273242987708793]"
240,J3,"('decrease_green', 'J3')","[43.0, 3.0, 33.0]",3,0.2363693665300977,0.2363693665300977,['JM2'],[0.5060961582700714],[0.48309178743961356]
240,JM0,"('decrease_red', 'JM0')","[40.0, 3.0, 42.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7863038144099933],[0.7863038144099933]
240,JM1,"('decrease_red', 'JM1')","[74.0, 3.0, 39.0]",4,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.7994260530900892, 0.48309178743961356]","[0.7994260530900892, 0.46008741660915575]"
240,JM2,"('decrease_green', 'JM2')","[73.0, 3.0, 38.0]",6,0.46008741660915575,0.46008741660915575,"['JM1', 'J3']","[0.7863038144099933, 0.26000630318310747]","[0.7863038144099933, 0.18909549322407818]"
241,J3,"('increase_red', 'J3')","[42.0, 3.0, 33.0]",2,0.21273242987708793,0.21273242987708793,['JM2'],[0.43708304577869794],[0.43708304577869794]
241,JM0,"('decrease_red', 'JM0')","[40.0, 3.0, 41.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7863038144099933],[0.7863038144099933]
241,JM1,"('decrease_green', 'JM1')","[74.0, 3.0, 38.0]",3,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.7994260530900892, 0.4140786749482402]","[0.7994260530900892, 0.4140786749482402]"
241,JM2,"('no_change', 'JM2')","[72.0, 3.0, 38.0]",5,0.4140786749482402,0.3910743041177824,"['JM1', 'J3']","[0.7863038144099933, 0.21273242987708793]","[0.7863038144099933, 0.18909549322407818]"
242,J3,"('no_change', 'J3')","[42.0, 3.0, 34.0]",4,0.18909549322407818,0.1654585565710684,['JM2'],[0.3910743041177824],[0.3680699332873246]
242,JM0,"('decrease_red', 'JM0')","[40.0, 3.0, 40.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7863038144099933],[0.7863038144099933]
242,JM1,"('decrease_green', 'JM1')","[73.0, 3.0, 38.0]",3,0.7863038144099933,0.7863038144099933,"['JM0', 'JM2']","[0.7994260530900892, 0.3680699332873246]","[0.7994260530900892, 0.3680699332873246]"
242,JM2,"('no_change', 'JM2')","[72.0, 3.0, 38.0]",0,0.3680699332873246,0.3680699332873246,"['JM1', 'J3']","[0.7863038144099933, 0.1654585565710684]","[0.7695739460182913, 0.18909549322407818]"
243,J3,"('decrease_red', 'J3')","[42.0, 3.0, 34.0]",3,0.1654585565710684,0.14182161991805864,['JM2'],[0.3680699332873246],[0.3680699332873246]
243,JM0,"('no_change', 'JM0')","[40.0, 3.0, 39.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7695739460182913],[0.7528440776265893]
243,JM1,"('increase_green', 'JM1')","[72.0, 3.0, 38.0]",-1,0.7528440776265893,0.7528440776265893,"['JM0', 'JM2']","[0.7994260530900892, 0.3680699332873246]","[0.8526764566556135, 0.3680699332873246]"
243,JM2,"('no_change', 'JM2')","[72.0, 3.0, 38.0]",0,0.3680699332873246,0.3910743041177824,"['JM1', 'J3']","[0.7528440776265893, 0.14182161991805864]","[0.7528440776265893, 0.14182161991805864]"
244,J3,"('increase_red', 'J3')","[42.0, 3.0, 33.0]",2,0.1654585565710684,0.1654585565710684,['JM2'],[0.3910743041177824],[0.3910743041177824]
244,JM0,"('decrease_green', 'JM0')","[40.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
244,JM1,"('increase_green', 'JM1')","[73.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.4140786749482402]","[0.8526764566556135, 0.4140786749482402]"
244,JM2,"('increase_green', 'JM2')","[72.0, 3.0, 38.0]",0,0.4140786749482402,0.43708304577869794,"['JM1', 'J3']","[0.7468631746664011, 0.1654585565710684]","[0.7468631746664011, 0.1654585565710684]"
245,J3,"('decrease_red', 'J3')","[42.0, 3.0, 34.0]",0,0.1654585565710684,0.14182161991805864,['JM2'],[0.43708304577869794],[0.46008741660915575]
245,JM0,"('no_change', 'JM0')","[39.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
245,JM1,"('decrease_red', 'JM1')","[74.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.46008741660915575]","[0.8526764566556135, 0.46008741660915575]"
245,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 38.0]",3,0.46008741660915575,0.46008741660915575,"['JM1', 'J3']","[0.7468631746664011, 0.14182161991805864]","[0.7468631746664011, 0.14182161991805864]"
246,J3,"('increase_red', 'J3')","[42.0, 3.0, 33.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.46008741660915575],[0.46008741660915575]
246,JM0,"('decrease_green', 'JM0')","[39.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
246,JM1,"('increase_red', 'JM1')","[74.0, 3.0, 37.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.46008741660915575]","[0.8526764566556135, 0.46008741660915575]"
246,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 37.0]",3,0.46008741660915575,0.46008741660915575,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.11818468326504886]"
247,J3,"('no_change', 'J3')","[42.0, 3.0, 34.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.48309178743961356],[0.48309178743961356]
247,JM0,"('increase_green', 'JM0')","[38.0, 3.0, 39.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7468631746664011],[0.7468631746664011]
247,JM1,"('decrease_red', 'JM1')","[74.0, 3.0, 38.0]",3,0.7468631746664011,0.7468631746664011,"['JM0', 'JM2']","[0.8526764566556135, 0.48309178743961356]","[0.8526764566556135, 0.48309178743961356]"
247,JM2,"('no_change', 'JM2')","[74.0, 3.0, 37.0]",4,0.48309178743961356,0.48309178743961356,"['JM1', 'J3']","[0.7468631746664011, 0.11818468326504886]","[0.7468631746664011, 0.09454774661203909]"
248,J3,"('no_change', 'J3')","[42.0, 3.0, 34.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.5060961582700714],[0.5060961582700714]
