training_state,tls_id,action,tl_durations,reward,max_previous_local,max_new_local,neighbors,max_previous_neighbors,max_new_neighbors
734,J3,"('no_change', 'J3')","[66.0, 3.0, 19.0]",2,0.21273242987708793,0.21273242987708793,['JM2'],[0.43708304577869794],[0.43708304577869794]
734,JM0,"('increase_green', 'JM0')","[59.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
734,JM1,"('increase_green', 'JM1')","[67.0, 3.0, 38.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.43708304577869794]"
734,JM2,"('increase_green', 'JM2')","[74.0, 3.0, 33.0]",3,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7818681062968307, 0.2363693665300977]","[0.7818681062968307, 0.2363693665300977]"
735,J3,"('no_change', 'J3')","[66.0, 3.0, 19.0]",-1,0.2363693665300977,0.26000630318310747,['JM2'],[0.43708304577869794],[0.43708304577869794]
735,JM0,"('no_change', 'JM0')","[60.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
735,JM1,"('increase_green', 'JM1')","[68.0, 3.0, 38.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.43708304577869794]"
735,JM2,"('increase_red', 'JM2')","[75.0, 3.0, 33.0]",3,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7818681062968307, 0.26000630318310747]","[0.7818681062968307, 0.26000630318310747]"
736,J3,"('increase_green', 'J3')","[66.0, 3.0, 19.0]",2,0.2363693665300977,0.2363693665300977,['JM2'],[0.43708304577869794],[0.43708304577869794]
736,JM0,"('increase_green', 'JM0')","[60.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
736,JM1,"('increase_green', 'JM1')","[69.0, 3.0, 38.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.43708304577869794]","[0.8526764566556135, 0.43708304577869794]"
736,JM2,"('decrease_green', 'JM2')","[75.0, 3.0, 34.0]",3,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7818681062968307, 0.2363693665300977]","[0.7818681062968307, 0.2363693665300977]"
737,J3,"('increase_green', 'J3')","[67.0, 3.0, 19.0]",2,0.26000630318310747,0.26000630318310747,['JM2'],[0.46008741660915575],[0.46008741660915575]
737,JM0,"('increase_green', 'JM0')","[61.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
737,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 38.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.48309178743961356]","[0.8526764566556135, 0.5060961582700714]"
737,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 34.0]",3,0.5060961582700714,0.5060961582700714,"['JM1', 'J3']","[0.7818681062968307, 0.26000630318310747]","[0.7818681062968307, 0.26000630318310747]"
738,J3,"('decrease_green', 'J3')","[68.0, 3.0, 19.0]",3,0.26000630318310747,0.2363693665300977,['JM2'],[0.5291005291005291],[0.5291005291005291]
738,JM0,"('no_change', 'JM0')","[62.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
738,JM1,"('decrease_green', 'JM1')","[70.0, 3.0, 37.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.5521048999309869]","[0.8526764566556135, 0.5521048999309869]"
738,JM2,"('no_change', 'JM2')","[73.0, 3.0, 34.0]",2,0.5521048999309869,0.5751092707614447,"['JM1', 'J3']","[0.7818681062968307, 0.2363693665300977]","[0.7818681062968307, 0.18909549322407818]"
739,J3,"('decrease_red', 'J3')","[67.0, 3.0, 19.0]",-1,0.18909549322407818,0.18909549322407818,['JM2'],[0.5521048999309869],[0.5751092707614447]
739,JM0,"('increase_green', 'JM0')","[62.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
739,JM1,"('increase_green', 'JM1')","[69.0, 3.0, 37.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.5751092707614447]","[0.8526764566556135, 0.5981136415919025]"
739,JM2,"('decrease_green', 'JM2')","[73.0, 3.0, 34.0]",4,0.5981136415919025,0.5981136415919025,"['JM1', 'J3']","[0.7818681062968307, 0.18909549322407818]","[0.7818681062968307, 0.1654585565710684]"
740,J3,"('no_change', 'J3')","[67.0, 3.0, 18.0]",1,0.1654585565710684,0.11818468326504886,['JM2'],[0.6211180124223603],[0.644122383252818]
740,JM0,"('no_change', 'JM0')","[63.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
740,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 37.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.6211180124223603]","[0.8526764566556135, 0.644122383252818]"
740,JM2,"('no_change', 'JM2')","[72.0, 3.0, 34.0]",0,0.644122383252818,0.644122383252818,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.11818468326504886]"
741,J3,"('decrease_red', 'J3')","[67.0, 3.0, 18.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.6671267540832758],[0.6671267540832758]
741,JM0,"('no_change', 'JM0')","[63.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
741,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 38.0]",4,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.6671267540832758]"
741,JM2,"('increase_green', 'JM2')","[72.0, 3.0, 34.0]",0,0.6671267540832758,0.6901311249137336,"['JM1', 'J3']","[0.7818681062968307, 0.07091080995902932]","[0.7818681062968307, 0.07091080995902932]"
742,J3,"('increase_red', 'J3')","[67.0, 3.0, 17.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.6901311249137336],[0.7131354957441914]
742,JM0,"('increase_green', 'JM0')","[63.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
742,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 37.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.6901311249137336]"
742,JM2,"('no_change', 'JM2')","[73.0, 3.0, 34.0]",0,0.6901311249137336,0.7131354957441914,"['JM1', 'J3']","[0.7818681062968307, 0.07091080995902932]","[0.7818681062968307, 0.07091080995902932]"
743,J3,"('decrease_green', 'J3')","[67.0, 3.0, 18.0]",-1,0.047273873306019544,0.07091080995902932,['JM2'],[0.7131354957441914],[0.7131354957441914]
743,JM0,"('decrease_green', 'JM0')","[64.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
743,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.7131354957441914]","[0.8526764566556135, 0.7131354957441914]"
743,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 34.0]",4,0.7131354957441914,0.7131354957441914,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.07091080995902932]"
744,J3,"('increase_green', 'J3')","[66.0, 3.0, 18.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.7131354957441914],[0.7361398665746492]
744,JM0,"('increase_red', 'JM0')","[63.0, 3.0, 43.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.7818681062968307],[0.7818681062968307]
744,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 35.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7816200852676457, 0.7131354957441914]","[0.7105637138796779, 0.7361398665746492]"
744,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 33.0]",4,0.7361398665746492,0.7361398665746492,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.07091080995902932]"
745,J3,"('increase_red', 'J3')","[67.0, 3.0, 18.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.759144237405107],[0.759144237405107]
745,JM0,"('increase_green', 'JM0')","[63.0, 3.0, 44.0]",2,0.7105637138796779,0.7105637138796779,['JM1'],[0.7818681062968307],[0.7818681062968307]
745,JM1,"('no_change', 'JM1')","[70.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7105637138796779, 0.7821486082355648]","[0.7105637138796779, 0.7821486082355648]"
745,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 33.0]",3,0.7821486082355648,0.7821486082355648,"['JM1', 'J3']","[0.7818681062968307, 0.07091080995902932]","[0.7818681062968307, 0.07091080995902932]"
746,J3,"('increase_red', 'J3')","[67.0, 3.0, 19.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.7821486082355648],[0.7821486082355648]
746,JM0,"('increase_green', 'JM0')","[64.0, 3.0, 44.0]",1,0.6395073424917102,0.6456902736496875,['JM1'],[0.7818681062968307],[0.7818681062968307]
746,JM1,"('increase_green', 'JM1')","[70.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.6456902736496875, 0.7821486082355648]","[0.6456902736496875, 0.7821486082355648]"
746,JM2,"('no_change', 'JM2')","[73.0, 3.0, 33.0]",3,0.7821486082355648,0.7821486082355648,"['JM1', 'J3']","[0.7818681062968307, 0.07091080995902932]","[0.7818681062968307, 0.07091080995902932]"
747,J3,"('increase_red', 'J3')","[67.0, 3.0, 20.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.7821486082355648],[0.7821486082355648]
747,JM0,"('increase_green', 'JM0')","[65.0, 3.0, 44.0]",2,0.6764374295377678,0.6764374295377678,['JM1'],[0.7818681062968307],[0.7818681062968307]
747,JM1,"('no_change', 'JM1')","[71.0, 3.0, 36.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.6764374295377678, 0.7821486082355648]","[0.7071845854258481, 0.7821486082355648]"
747,JM2,"('increase_red', 'JM2')","[73.0, 3.0, 33.0]",3,0.7821486082355648,0.7821486082355648,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.09454774661203909]"
748,J3,"('increase_red', 'J3')","[67.0, 3.0, 21.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.7821486082355648],[0.7821486082355648]
748,JM0,"('increase_green', 'JM0')","[66.0, 3.0, 44.0]",2,0.7379317413139285,0.7379317413139285,['JM1'],[0.7818681062968307],[0.7818681062968307]
748,JM1,"('decrease_red', 'JM1')","[71.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7379317413139285, 0.7821486082355648]","[0.7379317413139285, 0.7821486082355648]"
748,JM2,"('increase_green', 'JM2')","[73.0, 3.0, 34.0]",3,0.7821486082355648,0.7821486082355648,"['JM1', 'J3']","[0.7818681062968307, 0.07091080995902932]","[0.7818681062968307, 0.07091080995902932]"
749,J3,"('decrease_green', 'J3')","[67.0, 3.0, 22.0]",2,0.11818468326504886,0.11818468326504886,['JM2'],[0.7821486082355648],[0.7821486082355648]
749,JM0,"('no_change', 'JM0')","[67.0, 3.0, 44.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7818681062968307],[0.7818681062968307]
749,JM1,"('decrease_green', 'JM1')","[71.0, 3.0, 35.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7686788972020088, 0.7821486082355648]","[0.7686788972020088, 0.7821486082355648]"
749,JM2,"('increase_red', 'JM2')","[74.0, 3.0, 34.0]",4,0.7821486082355648,0.759144237405107,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.09454774661203909]"
750,J3,"('decrease_red', 'J3')","[66.0, 3.0, 22.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.759144237405107],[0.759144237405107]
750,JM0,"('increase_green', 'JM0')","[67.0, 3.0, 44.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7818681062968307],[0.7818681062968307]
750,JM1,"('no_change', 'JM1')","[70.0, 3.0, 35.0]",4,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7994260530900892, 0.759144237405107]","[0.7994260530900892, 0.7361398665746492]"
750,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 35.0]",3,0.7361398665746492,0.7361398665746492,"['JM1', 'J3']","[0.7818681062968307, 0.09454774661203909]","[0.7818681062968307, 0.09454774661203909]"
751,J3,"('increase_green', 'J3')","[66.0, 3.0, 21.0]",3,0.11818468326504886,0.09454774661203909,['JM2'],[0.7131354957441914],[0.7131354957441914]
751,JM0,"('decrease_red', 'JM0')","[68.0, 3.0, 44.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7818681062968307],[0.7818681062968307]
751,JM1,"('no_change', 'JM1')","[70.0, 3.0, 35.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7994260530900892, 0.6901311249137336]","[0.7994260530900892, 0.6901311249137336]"
751,JM2,"('decrease_red', 'JM2')","[74.0, 3.0, 34.0]",1,0.6901311249137336,0.6671267540832758,"['JM1', 'J3']","[0.7818681062968307, 0.11818468326504886]","[0.7818681062968307, 0.14182161991805864]"
752,J3,"('no_change', 'J3')","[67.0, 3.0, 21.0]",0,0.14182161991805864,0.1654585565710684,['JM2'],[0.6671267540832758],[0.644122383252818]
752,JM0,"('no_change', 'JM0')","[68.0, 3.0, 43.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7818681062968307],[0.7818681062968307]
752,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 35.0]",5,0.7818681062968307,0.7539442453576581,"['JM0', 'JM2']","[0.7994260530900892, 0.644122383252818]","[0.7994260530900892, 0.6211180124223603]"
752,JM2,"('decrease_green', 'JM2')","[74.0, 3.0, 33.0]",0,0.6211180124223603,0.6211180124223603,"['JM1', 'J3']","[0.7539442453576581, 0.1654585565710684]","[0.7539442453576581, 0.18909549322407818]"
753,J3,"('no_change', 'J3')","[67.0, 3.0, 21.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.5981136415919025],[0.5981136415919025]
753,JM0,"('decrease_red', 'JM0')","[68.0, 3.0, 43.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7539442453576581],[0.7539442453576581]
753,JM1,"('no_change', 'JM1')","[70.0, 3.0, 36.0]",3,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7994260530900892, 0.5751092707614447]","[0.7994260530900892, 0.5751092707614447]"
753,JM2,"('decrease_red', 'JM2')","[73.0, 3.0, 33.0]",1,0.5751092707614447,0.5521048999309869,"['JM1', 'J3']","[0.7539442453576581, 0.18909549322407818]","[0.7539442453576581, 0.21273242987708793]"
754,J3,"('no_change', 'J3')","[67.0, 3.0, 21.0]",0,0.21273242987708793,0.2363693665300977,['JM2'],[0.5521048999309869],[0.5291005291005291]
754,JM0,"('increase_green', 'JM0')","[68.0, 3.0, 42.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7539442453576581],[0.7539442453576581]
754,JM1,"('no_change', 'JM1')","[70.0, 3.0, 36.0]",4,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7994260530900892, 0.5291005291005291]","[0.7994260530900892, 0.5060961582700714]"
754,JM2,"('decrease_green', 'JM2')","[73.0, 3.0, 32.0]",4,0.5060961582700714,0.5060961582700714,"['JM1', 'J3']","[0.7539442453576581, 0.2363693665300977]","[0.7539442453576581, 0.21273242987708793]"
755,J3,"('decrease_green', 'J3')","[67.0, 3.0, 21.0]",-1,0.21273242987708793,0.2363693665300977,['JM2'],[0.48309178743961356],[0.48309178743961356]
755,JM0,"('increase_green', 'JM0')","[69.0, 3.0, 42.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.7539442453576581],[0.7539442453576581]
755,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 36.0]",3,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7994260530900892, 0.46008741660915575]","[0.7994260530900892, 0.46008741660915575]"
755,JM2,"('no_change', 'JM2')","[72.0, 3.0, 32.0]",1,0.46008741660915575,0.43708304577869794,"['JM1', 'J3']","[0.7539442453576581, 0.2363693665300977]","[0.7539442453576581, 0.26000630318310747]"
756,J3,"('no_change', 'J3')","[66.0, 3.0, 21.0]",2,0.26000630318310747,0.26000630318310747,['JM2'],[0.4140786749482402],[0.4140786749482402]
756,JM0,"('increase_red', 'JM0')","[70.0, 3.0, 42.0]",3,0.7994260530900892,0.7686788972020088,['JM1'],[0.7539442453576581],[0.7539442453576581]
756,JM1,"('decrease_green', 'JM1')","[70.0, 3.0, 35.0]",4,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7686788972020088, 0.4140786749482402]","[0.7686788972020088, 0.3910743041177824]"
756,JM2,"('decrease_green', 'JM2')","[72.0, 3.0, 32.0]",3,0.3910743041177824,0.3910743041177824,"['JM1', 'J3']","[0.7539442453576581, 0.2363693665300977]","[0.7539442453576581, 0.2363693665300977]"
757,J3,"('increase_green', 'J3')","[66.0, 3.0, 21.0]",3,0.26000630318310747,0.2363693665300977,['JM2'],[0.3910743041177824],[0.3910743041177824]
757,JM0,"('increase_green', 'JM0')","[70.0, 3.0, 43.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.7539442453576581],[0.7539442453576581]
757,JM1,"('increase_green', 'JM1')","[69.0, 3.0, 35.0]",4,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7686788972020088, 0.4140786749482402]","[0.7379317413139285, 0.4140786749482402]"
757,JM2,"('decrease_red', 'JM2')","[71.0, 3.0, 32.0]",3,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.7539442453576581, 0.21273242987708793]","[0.7539442453576581, 0.21273242987708793]"
758,J3,"('decrease_red', 'J3')","[67.0, 3.0, 21.0]",-1,0.18909549322407818,0.21273242987708793,['JM2'],[0.4140786749482402],[0.4140786749482402]
758,JM0,"('no_change', 'JM0')","[71.0, 3.0, 43.0]",2,0.7105637138796779,0.7105637138796779,['JM1'],[0.7539442453576581],[0.7539442453576581]
758,JM1,"('decrease_red', 'JM1')","[70.0, 3.0, 35.0]",3,0.7539442453576581,0.7539442453576581,"['JM0', 'JM2']","[0.7105637138796779, 0.43708304577869794]","[0.7105637138796779, 0.43708304577869794]"
758,JM2,"('decrease_green', 'JM2')","[71.0, 3.0, 31.0]",3,0.43708304577869794,0.43708304577869794,"['JM1', 'J3']","[0.7539442453576581, 0.21273242987708793]","[0.7539442453576581, 0.21273242987708793]"
759,J3,"('increase_red', 'J3')","[67.0, 3.0, 20.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.46008741660915575],[0.46008741660915575]
759,JM0,"('increase_green', 'JM0')","[71.0, 3.0, 43.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.7818681062968307],[0.7818681062968307]
759,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 34.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.7816200852676457, 0.46008741660915575]","[0.7816200852676457, 0.48309178743961356]"
759,JM2,"('decrease_green', 'JM2')","[70.0, 3.0, 31.0]",3,0.48309178743961356,0.48309178743961356,"['JM1', 'J3']","[0.7818681062968307, 0.1654585565710684]","[0.7818681062968307, 0.1654585565710684]"
760,J3,"('decrease_green', 'J3')","[67.0, 3.0, 21.0]",3,0.18909549322407818,0.1654585565710684,['JM2'],[0.5060961582700714],[0.5060961582700714]
760,JM0,"('decrease_red', 'JM0')","[72.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
760,JM1,"('no_change', 'JM1')","[70.0, 3.0, 35.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.5291005291005291]","[0.8526764566556135, 0.5291005291005291]"
760,JM2,"('increase_red', 'JM2')","[69.0, 3.0, 31.0]",0,0.5291005291005291,0.5521048999309869,"['JM1', 'J3']","[0.7818681062968307, 0.11818468326504886]","[0.7818681062968307, 0.11818468326504886]"
761,J3,"('increase_red', 'J3')","[66.0, 3.0, 21.0]",-1,0.11818468326504886,0.11818468326504886,['JM2'],[0.5521048999309869],[0.5751092707614447]
761,JM0,"('increase_red', 'JM0')","[72.0, 3.0, 42.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
761,JM1,"('increase_red', 'JM1')","[70.0, 3.0, 35.0]",0,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.5751092707614447]","[0.8526764566556135, 0.5981136415919025]"
761,JM2,"('no_change', 'JM2')","[69.0, 3.0, 32.0]",1,0.5981136415919025,0.6211180124223603,"['JM1', 'J3']","[0.7818681062968307, 0.11818468326504886]","[0.7818681062968307, 0.09454774661203909]"
762,J3,"('increase_red', 'J3')","[66.0, 3.0, 22.0]",3,0.09454774661203909,0.07091080995902932,['JM2'],[0.6211180124223603],[0.6211180124223603]
762,JM0,"('decrease_red', 'JM0')","[72.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
762,JM1,"('decrease_green', 'JM1')","[70.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.644122383252818]","[0.8526764566556135, 0.644122383252818]"
762,JM2,"('increase_green', 'JM2')","[69.0, 3.0, 32.0]",0,0.644122383252818,0.6671267540832758,"['JM1', 'J3']","[0.7818681062968307, 0.047273873306019544]","[0.7818681062968307, 0.047273873306019544]"
763,J3,"('increase_green', 'J3')","[66.0, 3.0, 23.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.6671267540832758],[0.6901311249137336]
763,JM0,"('increase_red', 'JM0')","[72.0, 3.0, 42.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
763,JM1,"('decrease_green', 'JM1')","[69.0, 3.0, 36.0]",3,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.6901311249137336]","[0.8526764566556135, 0.6901311249137336]"
763,JM2,"('no_change', 'JM2')","[70.0, 3.0, 32.0]",3,0.6901311249137336,0.6901311249137336,"['JM1', 'J3']","[0.7818681062968307, 0.047273873306019544]","[0.7818681062968307, 0.047273873306019544]"
764,J3,"('decrease_green', 'J3')","[67.0, 3.0, 23.0]",2,0.047273873306019544,0.047273873306019544,['JM2'],[0.7131354957441914],[0.7131354957441914]
764,JM0,"('decrease_green', 'JM0')","[72.0, 3.0, 43.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.7818681062968307],[0.7818681062968307]
764,JM1,"('increase_red', 'JM1')","[68.0, 3.0, 36.0]",4,0.7818681062968307,0.7818681062968307,"['JM0', 'JM2']","[0.8526764566556135, 0.7361398665746492]","[0.8526764566556135, 0.7131354957441914]"
